"","n","gamma","s","ntree","time","MSE"
"1",1000,0.5,1,100,0.192222833633423,2432.1972644619
"2",1000,0.6,1,100,0.267773151397705,904.210456217791
"3",1000,0.7,1,100,0.440597057342529,305.715642650824
"4",1000,0.8,1,100,0.821996927261353,107.001951773625
"5",1000,0.9,1,100,1.77993583679199,54.1951655655976
"6",1000,1,1,100,4.45364785194397,35.8122612186069
"7",1000,0.5,3,100,0.449357986450195,1541.91690940714
"8",1000,0.6,3,100,0.473189115524292,636.944822427176
"9",1000,0.7,3,100,0.665228843688965,215.464589106499
"10",1000,0.8,3,100,1.17351484298706,89.1398334184971
"11",1000,0.9,3,100,2.20705795288086,49.125830116667
"12",1000,1,3,100,5.17716693878174,34.7485326475652
"13",1000,0.5,6,100,0.505428075790405,1430.43964211712
"14",1000,0.6,6,100,0.773074865341187,545.174036255459
"15",1000,0.7,6,100,1.10967493057251,204.36777332083
"16",1000,0.8,6,100,1.9659321308136,89.0964200718238
"17",1000,0.9,6,100,4.16488718986511,50.2763325352021
"18",1000,1,6,100,9.76487016677856,34.2108998981211
"19",1000,0.5,9,100,0.660359144210815,1356.00052077046
"20",1000,0.6,9,100,1.01043796539307,558.290728273691
"21",1000,0.7,9,100,1.49040699005127,198.366979064846
"22",1000,0.8,9,100,2.93848896026611,85.1157181789186
"23",1000,0.9,9,100,6.09238791465759,48.040934001682
"24",1000,1,9,100,15.1746008396149,34.1555571843989
"25",1000,0.5,12,100,1.00799703598022,1328.59706515773
"26",1000,0.6,12,100,1.14141416549683,532.965066765775
"27",1000,0.7,12,100,1.91887402534485,190.127357135268
"28",1000,0.8,12,100,3.77568292617798,81.8649388034282
"29",1000,0.9,12,100,7.9277880191803,48.6064900216283
"30",1000,1,12,100,20.3290159702301,34.5469479626965
