"","yhat","se","yexp","diff","rf_result","real_y_rf"
"1316",519.552965216015,0.36574574681193,520.236610532415,0.683645316399975,519.175619696862,518.181593575639
"1317",525.344855032637,0.17427907335961,528.225854961362,2.88099992872492,531.698796757142,532.828377194281
"1320",522.71185104887,0.217011866995765,524.807063069346,2.09521202047608,519.15451041136,518.905649370399
"1322",522.587339811927,0.234959612161182,522.820551953441,0.233212141514173,514.299540104878,515.350824281435
"1323",521.227671614879,0.131498502640932,520.614700063286,-0.612971551592864,529.62994289355,529.919446936841
"1324",517.380892479292,0.32255618074948,517.175556637166,-0.205335842125351,516.989282709756,517.820950760826
"1326",518.998491982429,0.215606119424106,517.679087362625,-1.31940461980355,519.962766450537,519.891900910131
"1327",516.558446274197,0.268847947968651,515.644070651023,-0.914375623174237,522.930904207469,522.707175223878
"1328",518.625680799568,0.232192684973125,515.942532072186,-2.68314872738256,527.050211788033,526.99882187984
"1329",517.553022065695,0.327511878588167,517.159276599765,-0.393745465929669,523.809503637616,523.080167351227
"1333",524.296278858598,0.323814999283767,528.266047753159,3.96976889456096,519.561409661725,520.388713768249
"1337",520.417088793253,0.171584959103788,518.92908770721,-1.48800108604291,521.894229347333,521.010524848601
"1340",521.04026758888,0.167245814676179,521.294144572285,0.25387698340478,517.069224800379,517.052124320184
"1341",525.472633795276,0.444392877054246,529.562004514961,4.08937071968467,526.459377363281,526.470869201304
"1342",523.898467834947,0.252138886728689,524.870424132688,0.971956297741372,524.255458049509,523.785832438663
"1343",525.647869176257,0.426595258603359,533.993840340191,8.34597116393343,518.558051246931,521.343594203217
"1348",523.902915653868,0.147098435845005,522.693850258822,-1.20906539504631,521.665603205598,522.648512046414
"1349",517.337054593841,0.373689100697094,516.292452189591,-1.04460240424964,520.571028640236,520.35667864998
"1350",520.389607088978,0.322717919176302,520.366257323936,-0.0233497650415302,520.526082127914,520.539826302582
"1352",526.343864678947,0.20890759736393,530.311840487784,3.96797580883765,524.017399435625,524.807063069346
"1357",521.816572958056,0.259245983496226,521.632758043844,-0.183814914211325,515.79613179146,517.175556637166
"1358",524.413787281139,0.439476185689286,526.896827456091,2.48304017495138,518.929466620139,519.436455203272
"1360",523.0841519192,0.421126287392365,523.137391707763,0.0532397885626779,518.026885086771,517.679087362625
"1361",521.649407341331,0.305422379557638,523.184689737881,1.53528239654963,516.222935860918,515.644070651023
"1363",520.046696569235,0.242698476728201,520.155377032347,0.108680463112023,517.252522227384,517.159276599765
"1364",526.785865303947,0.220784167655762,528.662470564607,1.87660526065974,525.229304236096,523.575125832136
"1365",524.696082333494,0.202019108534727,523.997718064835,-0.698364268659248,519.238010888987,519.199842492979
"1368",518.090041644842,0.230750683650487,516.545877570777,-1.54416407406507,512.987045096089,511.088538886469
"1369",518.641638613336,0.147771405841583,516.078052296203,-2.56358631713363,521.067461222668,521.294144572285
"1371",521.398199320638,0.277266098973062,521.936745132606,0.538545811967424,517.636812626049,518.016968219029
"1372",518.285851453627,0.260002958886729,516.577789246268,-1.70806220735869,530.527432033187,531.55985519221
"1375",524.091680218586,0.328844747509766,526.843014824107,2.75133460552172,526.104149699178,527.089878094843
"1376",522.620739094679,0.253328083052911,523.387182904832,0.76644381015285,527.804280838247,530.311840487784
"1377",526.695078919029,0.292765064270686,528.324894663501,1.62981574447201,515.778465926748,512.51398202617
"1378",526.738247017584,0.359292228738679,532.378206909098,5.63995989151363,521.443974916295,520.277084177914
"1380",514.847769995725,0.488081724313852,512.932225606078,-1.91554438964727,517.371141643646,516.960220498272
"1382",529.737374420487,0.327822769226053,537.489299079981,7.75192465949362,522.319648690553,521.632758043844
"1383",514.587154625418,0.247002990066216,511.782394231509,-2.80476039390845,526.403334336333,526.896827456091
"1384",516.140818922214,0.35853277953616,514.202089011782,-1.93872991043224,523.376821258222,522.205251598154
"1387",523.494822653253,0.465555399069297,523.262486543405,-0.232336109848575,523.104022606514,523.137391707763
"1388",518.666013494456,0.297922712697702,518.511186480173,-0.154827014283342,524.84102469371,523.997718064835
"1391",526.326688803394,0.326051359047951,527.396150746214,1.06946194282,515.697538228866,514.665660062645
"1392",517.329619355975,0.336257688795341,515.924453058352,-1.40516629762328,514.969722270328,514.38255383595
"1394",515.452049912463,0.205903652450038,511.778140854492,-3.67390905797038,517.110949866786,516.545877570777
"1395",513.207019601016,0.287125249204736,509.727641058491,-3.47937854252484,517.344469274146,516.078052296203
"1397",512.244291608203,0.460659354316827,507.269621633522,-4.97466997468081,518.163633437837,519.709601804845
"1401",520.092034239279,0.271672906347937,519.631933092151,-0.46010114712783,524.775811137275,526.843014824107
"1404",524.071839642121,0.4161557424774,524.75025252468,0.67841288255886,522.713018934149,523.387182904832
"1406",523.027075975014,0.3348210634364,523.444537687441,0.417461712427325,527.780907176298,528.324894663501
"1412",521.779390939964,0.343323615657602,520.721863064017,-1.05752787594679,532.777859296467,537.489299079981
"1414",521.700390311124,0.336497229373094,522.362443654689,0.662053343564821,513.242644755944,511.782394231509
"1417",516.410510855698,0.302188836642095,513.384547426428,-3.02596342926984,532.681635375562,532.974373721968
"1419",523.205671753974,0.336164587951974,523.083029929269,-0.12264182470517,516.329576621132,515.447750093935
"1422",522.386744655628,0.333955536429642,522.63924567732,0.252501021691728,511.699654082984,510.22700653955
"1423",528.41267153679,0.414705934525025,533.033017264393,4.62034572760274,518.039546380397,518.707005492212
"1424",517.720280040698,0.195309282613792,517.477321274904,-0.242958765794242,527.171328548648,527.396150746214
"1427",515.853565677449,0.443481288508751,515.298569736332,-0.554995941116204,519.527665426679,518.842849132923
"1428",515.319546495198,0.240626853087532,510.758714010304,-4.56083248489381,508.554976631356,507.269621633522
"1429",519.696757058348,0.251829819245398,519.748529792921,0.0517727345727508,520.036319776491,521.253811223226
"1430",522.431817180239,0.420696891242349,524.750859853721,2.31904267348227,512.323509541944,511.555386682442
"1431",524.467195933439,0.326302608582483,525.612217425259,1.14502149182056,519.124139506199,519.631933092151
"1433",515.632808848453,0.315712126457911,510.989024933394,-4.64378391505869,525.101377400197,524.75025252468
"1434",520.904613365558,0.262629609412701,521.478740758512,0.574127392953756,524.063932255413,523.444537687441
"1436",524.038981452749,0.230674413863243,528.051165508913,4.01218405616476,517.331560993502,517.722503944841
"1440",523.233665251259,0.162854740074967,522.702864768159,-0.530800483099711,523.086802906033,525.443368341182
"1447",514.245736359375,0.229034617358768,512.29381934963,-1.9519170097451,529.594521134608,531.149409766144
"1448",521.857448920983,0.288646297978744,520.898452928967,-0.958995992016526,522.507376700484,522.362443654689
"1452",521.971662571282,0.319731022059091,523.134575930712,1.16291335942992,516.616837164309,517.053063787505
"1455",526.600259511053,0.456894812517613,528.895550640365,2.29529112931198,513.983391342596,513.384547426428
"1456",524.93416715934,0.298207694588218,527.319531681885,2.38536452254482,517.543222281966,517.505108558014
"1459",523.024517144921,0.14782898614475,521.325456838792,-1.69906030612879,522.384943957145,522.63924567732
"1461",523.395459595535,0.313976093232376,523.213368005278,-0.182091590257301,514.615351501771,514.683676688764
"1462",520.090485357023,0.251555157111914,519.691309971761,-0.399175385262083,515.07977665241,515.298569736332
"1466",516.807434419911,0.303684620759144,516.853717703812,0.0462832839009479,513.507735383052,510.758714010304
"1467",525.522936555892,0.222891647736016,526.870418215111,1.34748165921906,519.509108808753,519.748529792921
"1469",523.69569188593,0.34232708745612,526.655028203412,2.95933631748233,522.846691089675,524.750859853721
"1470",517.767822253995,0.301724594883191,517.46709276145,-0.300729492545429,525.848582977445,525.612217425259
"1476",523.108858704254,0.281656144533555,524.283106848651,1.17424814439664,514.791749492534,514.053151679949
"1478",522.495418559838,0.175517175300145,523.123283933385,0.627865373546683,521.339156986048,521.478740758512
"1481",519.700683279273,0.289370039000537,519.097376292394,-0.603306986878351,509.387504322575,497.177794189127
"1482",522.235619107009,0.273816038202208,523.136709975705,0.901090868696315,516.21465711157,516.373660316842
"1483",522.570649301735,0.201038510217459,522.661768051802,0.0911187500669257,523.410616653865,522.702864768159
"1485",517.372551644482,0.230602293513033,516.863173888211,-0.509377756270851,527.73231763125,529.356382467024
"1486",514.79659559588,0.215489670007523,511.19268438044,-3.6039112154395,512.850124776608,512.250577222651
"1487",524.077673974509,0.174608380098665,524.657052811429,0.579378836919545,512.936194916481,512.29381934963
"1488",516.688132246319,0.339191832382087,515.112802300453,-1.57532994586541,521.136446798214,520.898452928967
"1489",525.171712903021,0.228813726001311,526.520055032622,1.34834212960118,525.822159087154,527.596289862233
"1492",517.261853444869,0.303418758478278,517.042347815831,-0.21950562903794,528.78801626973,528.895550640365
"1495",518.142311616784,0.251559805518393,518.367985482417,0.225673865632984,513.072203813512,511.06170113873
"1506",523.845283576799,0.443848362229692,531.51229833,7.66701475320099,521.540653246303,521.169433314019
"1509",526.861232071582,0.225329509773615,526.627015128184,-0.234216943397882,523.944953092002,523.213368005278
"1510",524.591152976188,0.345011436008637,526.711823830556,2.12067085436786,525.273725894113,525.584363882835
"1514",517.862639906903,0.503764679847953,517.180251576847,-0.682388330056597,523.432413979988,524.349245852795
"1515",519.680280199086,0.397954046568623,520.549865991555,0.869585792468456,516.683406525966,516.853717703812
"1516",516.451704055201,0.191043460027155,514.603373143124,-1.84833091207702,520.447815985338,520.322679284067
"1520",514.726786966757,0.249604231723415,511.994725385276,-2.73206158148048,515.112854234095,514.552219922374
"1521",519.387031394672,0.320973199595189,518.770787950618,-0.616243444053566,517.200202822185,517.448663361321
"1523",515.304224161404,0.164122659895776,513.668674308295,-1.63554985310986,524.252213397517,524.283106848651
"1525",521.189887046634,0.374252947886406,520.941932266085,-0.247954780549435,522.714585163719,523.123283933385
"1529",523.056770386703,0.33339403143127,523.575802550687,0.519032163984662,519.947613814298,520.385210410582
"1531",522.453533678781,0.347597042794954,520.737185279474,-1.71634839930653,519.249951374749,519.097376292394
"1535",519.905901531799,0.304848533051631,518.467349706156,-1.43855182564357,512.202015731566,511.19268438044
"1537",516.789985899194,0.464204638680139,517.256994428651,0.467008529457075,524.714538432537,524.657052811429
"1538",524.238264998695,0.60227590310542,523.608855422105,-0.629409576589183,518.870910439291,520.139513597682
"1539",525.918753562292,0.251915860925149,528.988152331749,3.06939876945671,516.370626086384,514.848820576157
"1541",514.799403897012,0.279070986292197,512.205704661807,-2.59369923520455,516.699187975282,517.042347815831
"1543",519.000139559427,0.174369419675289,520.230722083161,1.23058252373346,526.073272019153,527.163607044327
"1545",523.325240835541,0.0928530539239406,523.753014908675,0.427774073134401,519.306276933045,519.7902964862
"1547",520.760899386089,0.353733924095048,521.006618331369,0.245718945279577,516.622154569867,516.162417438879
"1551",519.570168540919,0.228727370245839,519.983739529085,0.41357098816593,519.901757560611,519.404673225998
"1553",514.705848515694,0.406173375242042,510.675307550258,-4.03054096543616,530.88802957989,533.26545059282
"1557",520.608012834444,0.227296812202529,520.520062792219,-0.0879500422253159,526.75089162051,531.51229833
"1561",516.977179570653,0.238122414087421,517.314884816396,0.337705245742882,523.589754835258,523.313630541705
"1564",526.929847329676,0.409672151542715,529.526493861109,2.59664653143318,526.933197242876,526.627015128184
"1570",516.675937250742,0.27053129150269,513.757295621699,-2.91864162904301,517.747075026673,517.536164205054
"1571",521.299559037936,0.340503950826154,519.888978134715,-1.41058090322133,519.519354728392,519.922593617734
"1572",523.779380866922,0.224376028215549,526.832440766633,3.05305989971032,517.671283252002,517.180251576847
"1573",523.498454965606,0.247299444889245,525.882039391698,2.38358442609228,518.176785882972,518.702622590902
"1574",518.575432318591,0.190077196080403,519.145445971604,0.570013653013348,517.954674694452,518.579417004994
"1575",515.93543243279,0.248800008287366,516.093351639821,0.157919207030659,514.08847897527,511.994725385276
"1578",516.78788801549,0.186349001256441,517.219838857354,0.43195084186334,520.11937636376,518.770787950618
"1580",515.260064777082,0.374905765036174,511.998388329337,-3.26167644774512,519.780720387703,519.98514720026
"1581",517.713567864641,0.202292901500254,517.482587453923,-0.230980410718075,518.909881221403,518.951748236651
"1583",521.261978165824,0.304868399951362,518.71929581938,-2.54268234644314,520.403421615464,520.941932266085
"1585",516.630828927718,0.518106692219332,512.350427595196,-4.28040133252193,523.536247716509,523.575802550687
"1590",521.362316191672,0.250800303587734,520.361299528929,-1.00101666274384,523.05306997645,522.998486230984
"1593",524.719299114162,0.333547517243424,525.15271511982,0.433416005657477,516.498522542094,516.216057854953
"1594",520.784801196252,0.228370126804694,523.443856808164,2.65905561191221,524.337840731612,523.608855422105
"1597",517.687188226645,0.325116325186096,516.778258646858,-0.908929579786673,526.870543012611,528.988152331749
"1598",514.767855712359,0.294100026010509,511.244269002413,-3.52358670994533,525.499630030925,524.265588899507
"1599",527.19400894686,0.313753808350362,529.644313430987,2.45030448412695,514.222170286579,512.205704661807
"1605",525.42583625327,0.234552209953718,526.565327884351,1.13949163108055,512.307615807694,512.38248967051
"1606",520.477381585013,0.259407552990172,521.743544430213,1.26616284520003,518.121990595166,520.230722083161
"1611",525.506816088721,0.296544016386667,526.231031537324,0.7242154486039,525.728251571904,527.825203013727
"1613",516.097152787734,0.131494896585959,513.734927585897,-2.36222520183674,521.555359080083,522.334571627989
"1615",523.041378327133,0.284458014602246,523.99487195609,0.95349362895638,521.134650125437,521.659480775948
"1618",524.353717722882,0.405265296320667,525.867561054037,1.51384333115493,518.313907231584,517.536973950188
"1620",523.825556013869,0.200463177526972,524.751743068344,0.92618705447569,519.008037679226,520.520062792219
"1627",521.921416723619,0.337992274029556,521.509752033021,-0.4116646905984,523.238391812142,524.088430027316
"1628",525.805973999457,0.2751416233607,528.962919994331,3.15694599487404,516.924002812791,517.314884816396
"1629",520.397216294827,0.181884517118178,520.760929128669,0.363712833841532,518.785742397059,518.808620962736
"1633",517.491489275806,0.282587817931745,515.513298202137,-1.97819107366979,528.318270642113,529.526493861109
"1635",523.794806011961,0.201910253668998,523.326519513524,-0.468286498436441,515.046825823438,516.898963626414
"1638",522.395688876459,0.14093880098457,523.180530220346,0.784841343886228,518.652986428567,518.32818907631
"1639",522.924068334689,0.287115071899843,524.051891460154,1.12782312546517,516.52352380457,515.212036305078
"1640",521.792575958773,0.25560017017118,523.031946831965,1.23937087319246,524.386704465219,525.882039391698
"1641",521.84282724596,0.222914781010906,522.647754468434,0.804927222474134,515.771676995216,516.093351639821
"1643",524.166135685159,0.224723946841109,528.230618617348,4.06448293218966,515.544771370877,514.404198488337
"1645",515.597289727691,0.209012856627543,513.89821349959,-1.69907622810047,516.969646788436,517.219838857354
"1647",516.854044022216,0.184036856395017,518.051008078899,1.19696405668276,513.84665580917,511.998388329337
"1648",517.82923615973,0.366321537688482,516.49696059525,-1.33227556448014,517.57537812642,517.482587453923
"1649",522.392281438322,0.293134208251677,522.792444762033,0.400163323710331,519.368593263048,519.517291096446
"1650",516.057027349536,0.350750141066899,513.393605425169,-2.6634219243665,514.118654370771,512.350427595196
"1651",519.924859913475,0.231998597432044,519.312371478653,-0.612488434822012,520.701370252498,520.547931724523
"1653",527.332992732082,0.330525944961438,531.454670171807,4.12167743972475,520.970932040015,520.361299528929
"1654",515.02667390566,0.222075316866976,511.726273959171,-3.30039994648888,516.885418476382,516.459443653723
"1656",514.391068375255,0.27302991264472,511.720255060059,-2.67081331519677,511.664944820611,511.244269002413
"1662",515.384117706287,0.203752423445978,514.361803569711,-1.02231413657614,518.075939138875,518.181875578023
"1663",523.72299399188,0.553224658391821,525.345406314042,1.62241232216149,523.843269700277,524.544698634058
"1665",522.706284960656,0.516010064343278,524.384963585748,1.67867862509229,519.430125034292,519.519959988466
"1668",514.513657954118,0.420633462613549,511.475441747355,-3.03821620676297,526.452908967278,526.565327884351
"1669",519.880037045096,0.342939907367997,518.321959493725,-1.5580775513713,518.313554763948,518.292613830805
"1671",524.128626670439,0.323444153965991,529.194277605853,5.0656509354136,520.301701129172,520.715463923655
"1673",523.174305295049,0.256917081181983,524.406999818895,1.23269452384602,523.709153130281,523.99487195609
"1674",522.258020579586,0.259584719870556,523.145145196333,0.887124616746974,518.427064731481,518.005222300395
"1677",519.726309497166,0.242102958705308,520.609221781728,0.882912284561826,525.684278446402,527.11206739988
"1679",517.051065101133,0.200979099407022,515.201824307664,-1.84924079346888,519.620828883533,519.604203477274
"1681",520.985909045443,0.176498833569975,522.023723029065,1.03781398362253,521.83559197945,521.509752033021
"1683",521.363573708644,0.252672898212894,520.799147364124,-0.564426344519347,528.326091719038,528.962919994331
"1685",520.684498234272,0.338061250558304,519.880305850237,-0.804192384034877,519.271018042144,518.02774209936
"1688",517.405182415864,0.246390860216244,518.377285521404,0.972103105540214,530.050015721218,530.443929545188
"1691",521.618995155697,0.296162659640143,521.393474109738,-0.225521045958772,525.288068254324,524.259660605845
"1693",526.849598840058,0.377547544090557,533.05790822439,6.20830938433198,522.181504732914,523.031946831965
"1696",523.476925054062,0.276181082021842,525.59617354744,2.11924849337845,520.911521971121,521.008141968584
"1697",523.268790561003,0.179909440046168,525.007617546375,1.73882698537159,522.382989038317,522.290177320202
"1698",516.835654962338,0.202130186565068,515.854758246772,-0.980896715566473,515.762498845151,515.68877524421
"1700",519.844910844138,0.27701265725245,521.321800295449,1.47688945131119,522.288608396479,522.792444762033
"1704",519.64306971114,0.255910887194736,517.902356394704,-1.74071331643631,514.394898115373,513.393605425169
"1705",518.209348616509,0.16714491849258,515.739478197044,-2.46987041946443,519.386884809648,519.312371478653
"1706",523.403376240456,0.582390901638563,525.076948524172,1.67357228371645,530.465525139618,531.454670171807
"1709",526.771852888216,0.340585723063432,531.715147262697,4.94329437448073,512.743811412107,511.726273959171
"1710",517.040012152229,0.244532499312528,515.927007531544,-1.11300462068516,514.231799067146,513.355379482518
"1711",524.991395152245,0.268328617406025,530.448266588995,5.45687143674968,528.608465138845,529.786757540536
"1713",524.311735205593,0.41194202956919,527.245999378694,2.93426417310138,514.271498509121,514.361803569711
"1715",519.093180790092,0.234691419599622,517.167465450078,-1.92571534001422,521.497984226886,521.561803705407
"1716",521.181177304239,0.270884012920733,523.649305451254,2.46812814701502,523.816538479005,524.384963585748
"1721",515.952043678187,0.285533633265706,514.025843463095,-1.92620021509151,524.955730166239,525.628576487793
"1728",520.910818921495,0.390088245116805,520.125061876839,-0.785757044656407,519.95126876454,518.321959493725
"1731",525.290216534822,0.239301556388062,525.898849099925,0.608632565103221,521.597679162907,523.998332463206
"1732",523.775080990437,0.341783115757138,526.021388088347,2.24630709791018,527.22412641199,529.194277605853
"1733",524.620881698886,0.316042313477767,524.196348494137,-0.424533204749082,522.9137394833,523.145145196333
"1734",518.983563935281,0.233314204813923,517.909430109898,-1.07413382538334,523.052386621099,522.867726608278
"1735",520.66027636644,0.263393383596191,520.073318913584,-0.586957452855813,520.783106078691,521.874786201067
"1737",518.102174363491,0.24238571160734,517.653331984351,-0.448842379139364,515.27463987989,514.968639960383
"1738",519.412613630878,0.269829813142495,520.164346905332,0.751733274453727,520.718994165512,522.023723029065
"1740",525.853020733042,0.249118978551453,527.931783115587,2.07876238254551,524.910969306493,524.758739538701
"1741",520.075978425116,0.434420950002808,519.98054240159,-0.0954360235253944,520.256345824964,519.299750358109
"1742",517.669154790239,0.315554765660802,516.436485881482,-1.23266890875743,522.683584991611,521.633045891875
"1743",521.968682748114,0.450690353631797,523.122818829635,1.15413608152153,524.893964350799,524.9625890675
"1744",521.560443680122,0.442299843912106,521.881898411556,0.321454731434528,521.761167368541,521.393474109738
"1746",517.196726017055,0.256344453886759,515.99492180013,-1.2018042169251,511.207685266173,509.056649349229
"1748",520.929089511205,0.275220937182117,520.772107380263,-0.156982130941969,518.268270016061,518.296412039204
"1750",525.948880823048,0.422242278432719,526.777565721818,0.828684898770689,524.919163427918,525.59617354744
"1751",527.596354380145,0.273803189529248,531.520066219921,3.92371183977627,515.744858535624,515.854758246772
"1754",520.955564330535,0.271713023122471,519.571967249345,-1.38359708118969,516.035267223805,515.736214487912
"1755",517.498606834445,0.228449137191191,515.951959552686,-1.54664728175965,522.560060202282,523.282673888549
"1757",517.111497284957,0.382628791855804,515.160683006334,-1.95081427862272,517.838051435082,515.739478197044
"1762",517.448372048717,0.328464437316392,516.820661143921,-0.627710904796459,525.05318884343,525.076948524172
"1769",526.832942883869,0.329055217168358,535.217028954284,8.38408607041504,514.802242611225,514.316893667448
"1771",518.332714495809,0.238879431494099,517.703163188886,-0.629551306923418,529.926870795803,531.715147262697
"1772",517.402767504687,0.196112587692487,516.635912731188,-0.766854773498494,516.256432353608,515.927007531544
"1774",520.823195954711,0.438029866699656,520.413033618974,-0.410162335737482,524.902303795695,524.472746105351
"1775",521.710691156786,0.274548277263953,523.154736069246,1.44404491245962,527.861916224533,527.245999378694
"1777",525.028729965548,0.317429605924004,526.555699777998,1.5269698124506,524.042107251259,525.57905823983
"1779",516.705833386248,0.203973053323201,515.523795000071,-1.18203838617626,518.263429840983,517.167465450078
"1783",515.978444121569,0.298021520079764,514.337858528904,-1.64058559266527,520.938117315185,520.697504377618
"1785",521.451238180151,0.25140087924928,523.002750915442,1.55151273529157,523.12364397536,524.461491358404
"1786",517.714265224376,0.32348818020924,516.258752770643,-1.45551245373258,518.955827581243,521.184965925288
"1789",522.158198280035,0.333673922632586,524.164910211369,2.00671193133394,515.936431559537,515.074903902745
"1790",522.464133587699,0.277773819735004,522.771241825784,0.30710823808522,520.458401640078,520.125061876839
"1791",519.094978684843,0.17787746369166,513.85652302251,-5.23845566233297,526.754300647172,526.575325076293
"1799",527.74800784137,0.467733453282236,532.164109616306,4.41610177493635,526.129100112502,525.898849099925
"1800",522.325539000706,0.278267332263724,521.979855681564,-0.345683319141926,524.372548464783,524.196348494137
"1801",523.659707193439,0.23967592343177,524.544296328571,0.884589135132046,519.866262474681,517.909430109898
"1802",522.952995894352,0.180605727685142,522.865607376181,-0.0873885181707692,517.468937635506,517.653331984351
"1803",518.063745738755,0.229308799577532,516.145607819149,-1.91813791960612,519.689454855695,520.164346905332
"1804",515.876635262135,0.179059717395998,516.041873294149,0.165238032014145,527.873367773542,527.931783115587
"1805",522.433251542428,0.307477634928336,521.863426824008,-0.569824718420023,520.097377377226,519.98054240159
"1806",519.732481245557,0.362909648997921,518.893021428979,-0.839459816577914,522.940476832044,523.122818829635
"1807",521.038787638345,0.252082046548236,523.560855113507,2.52206747516198,519.646931669665,518.979472787993
"1809",528.349138576619,0.376973249866501,532.639829997505,4.29069142088554,526.924079103606,526.777565721818
"1811",512.904381182719,0.305286125604636,507.3901657067,-5.51421547601876,529.122014289004,530.449121580346
"1812",521.241736520547,0.318409970311203,522.584698635575,1.34296211502829,520.191023429104,519.571967249345
"1813",518.226781084813,0.287386890543086,519.451074054808,1.22429296999474,520.233790899489,520.091226821885
"1814",525.432438051631,0.399705089046139,525.648918139067,0.216480087436253,522.975079698634,524.262516451461
"1815",519.385301613326,0.182037303717177,518.746307465578,-0.638994147747553,516.024535037896,515.79556637828
"1817",521.821078192009,0.293618476482746,521.927979052454,0.106900860445535,521.219288235403,521.853695181072
"1821",524.150983871419,0.379484207562738,525.61709582775,1.46611195633136,528.266238229252,529.213385153839
"1827",518.064029466059,0.265888855768207,520.978536447495,2.91450698143581,519.837096767541,520.14323464632
"1829",517.274941961899,0.179765972079289,516.31733732985,-0.957604632048856,516.968398119126,516.635912731188
"1830",519.9648920336,0.280096747577348,519.247436539462,-0.717455494138221,516.773936848329,519.190945496463
"1831",514.94627272093,0.185197815182132,512.58663037115,-2.3596423497803,521.629490336987,520.413033618974
"1835",516.414521927249,0.356243989315328,516.638745923648,0.224223996398905,518.223679071951,517.449671510391
"1836",519.000107355171,0.20840886094001,516.780394727965,-2.21971262720513,520.263164223272,519.112740824313
"1838",519.567182572163,0.248200158105328,519.108608798069,-0.458573774094134,516.037708630886,515.31572367408
"1839",519.981935578329,0.372183618872582,520.534605179124,0.552669600794616,516.523058936984,516.258752770643
"1840",526.149358199854,0.200256831012598,526.396266586415,0.246908386561472,517.549532349063,519.113748461697
"1844",520.06779230216,0.179960889142657,518.784782481769,-1.28300982039104,522.738537325937,522.771241825784
"1845",514.787690511961,0.379366915928738,514.893716618471,0.10602610650983,527.769572643136,528.187299935087
"1846",520.279615190797,0.323078402646931,520.629451524309,0.349836333512485,521.508313471746,521.598454705696
"1848",517.508829107026,0.266909013526965,517.978721046273,0.469891939247532,519.844559738001,519.091146544211
"1852",516.312366656399,0.208991416717498,513.893839524059,-2.41852713234005,523.498039496699,524.077132688334
"1853",525.407641724141,0.178200154189702,525.79221445426,0.384572730119771,522.059270676177,521.979855681564
"1854",519.490219997821,0.244948461452212,520.109797563292,0.619577565471786,517.096348459146,516.145607819149
"1857",520.437572550134,0.181087555144803,519.978956360773,-0.458616189360328,515.835965392942,516.041873294149
"1859",519.497260492823,0.33630412614591,518.411874477936,-1.08538601488624,518.238769407278,518.912723959997
"1860",521.802937854959,0.412637836505782,521.034140583517,-0.768797271442509,509.056098094721,507.3901657067
"1864",524.319008927844,0.387748649111363,523.685565526019,-0.633443401825161,527.412736959894,525.648918139067
"1867",524.557493464665,0.354250520185145,526.773479804878,2.21598634021257,521.018912187825,518.586218239432
"1869",520.975659888637,0.254952654676204,519.995376808724,-0.980283079912965,521.598804171392,521.927979052454
"1870",515.111228700862,0.274247055999644,512.253044329675,-2.85818437118644,515.488633658381,511.053343762274
"1871",524.666237826558,0.238808436861047,524.490584929602,-0.175652896955853,523.905833772276,525.61709582775
"1877",515.014195130196,0.378433436164189,516.842163358595,1.82796822839839,523.811553279049,523.540711725766
"1878",524.882682902651,0.276834085191569,525.581821787833,0.699138885181242,528.88198110774,529.061265340876
"1880",529.533573321096,0.346730549209313,534.001114086635,4.46754076553884,528.408081029685,529.510858661244
"1881",514.750844426964,0.393201500162071,512.572151761544,-2.17869266542004,525.489294081881,525.688604208952
"1882",525.308723296169,0.239550161173256,525.251829163911,-0.0568941322579803,519.36003690625,520.978536447495
"1886",526.627023645542,0.295593435547736,529.005121073428,2.37809742788568,520.0347808658,518.98171656049
"1887",515.223892599291,0.333882872653498,513.276466631617,-1.94742596767389,516.397834686724,516.638745923648
"1888",522.893502643205,0.235771076751227,522.845074895768,-0.0484277474366763,518.593622295474,519.108608798069
"1889",525.050528268248,0.265130033115171,526.692329801085,1.64180153283678,520.221853506621,520.534605179124
"1890",526.289855017564,0.356729179788349,530.682849673244,4.39299465567979,525.852303244553,525.829990152899
"1891",518.161328050983,0.255136351856454,518.326841869699,0.165513818715681,513.342272083716,514.893716618471
"1892",521.544558331835,0.306843558395744,522.321269521122,0.776711189287312,520.45338444973,520.629451524309
"1895",515.413887144104,0.246590527508307,514.197124408194,-1.21676273591061,516.263483265594,517.978721046273
"1896",513.008271498673,0.405854145321079,507.749723712869,-5.2585477858039,522.055623143688,524.481853023471
"1898",528.969003597484,0.32375430779561,534.414181176004,5.4451775785202,521.287932952344,520.965518866995
"1899",523.231624660226,0.314909866892285,524.143189625226,0.911564964999911,514.691857521699,513.893839524059
"1901",520.775131978581,0.22214602435973,520.290402021389,-0.484729957191803,525.871140137342,525.79221445426
"1902",521.334393752517,0.198113635479791,519.477805473872,-1.85658827864575,519.193963526576,520.109797563292
"1905",522.278802112327,0.48480328861983,524.310383853113,2.0315817407859,514.668704659008,514.530472906742
"1907",522.204281022401,0.100626481207058,520.872633224355,-1.33164779804645,520.446919866666,519.978956360773
"1915",518.65265229346,0.296848530660845,519.981381732795,1.32872943933558,511.370260798682,508.781891553731
"1916",528.984903427366,0.28108363484138,531.872408854549,2.88750542718208,519.26406920407,518.411874477936
"1917",521.813646088466,0.211965970978634,522.308244397461,0.494598308994796,520.134512047255,520.116418357984
"1918",514.976143281113,0.182740565961492,513.156765171301,-1.81937810981174,518.153803139043,520.04952484063
"1923",516.877269226271,0.211842190396434,517.564845311352,0.687576085081446,517.751772501865,516.715644041929
