"","n","gamma","s","ntree","time","MSE"
"208",10000,0.7,15,50,3.95605440139771,233.017430735263
"209",10000,0.7,17,50,4.12997193336487,231.797103738592
"210",10000,0.7,19,50,4.31436128616333,233.482126442297
"211",10000,0.7,1,100,4.8868371963501,256.185200680325
"212",10000,0.7,3,100,5.41249804496765,240.734314032368
"213",10000,0.7,5,100,5.61089010238647,236.483299495532
"214",10000,0.7,7,100,5.77888069152832,240.585972815314
"215",10000,0.7,9,100,5.98634853363037,238.683931193629
"216",10000,0.7,11,100,6.19790139198303,235.197121811123
"217",10000,0.7,13,100,6.40833005905151,233.92911154102
"218",10000,0.7,15,100,6.65447359085083,234.426435964896
"219",10000,0.7,17,100,6.79246435165405,233.455467372984
"220",10000,0.7,19,100,7.00257453918457,232.21488632679
"221",10000,0.7,1,150,7.34072732925415,257.502494654131
"222",10000,0.7,3,150,7.91334872245789,244.847207742907
"223",10000,0.7,5,150,8.19143347740173,240.487143953975
"224",10000,0.7,7,150,8.46224822998047,238.999841884036
"225",10000,0.7,9,150,8.72230987548828,235.155271664322
"226",10000,0.7,11,150,8.90809631347656,236.227485282025
"227",10000,0.7,13,150,9.14689073562622,232.243001685569
"228",10000,0.7,15,150,9.39060106277466,232.557235127455
"229",10000,0.7,17,150,9.63894510269165,233.813639930987
"230",10000,0.7,19,150,9.8389187335968,232.224308366734
"231",10000,0.7,1,200,9.79359674453735,278.722520548882
"232",10000,0.7,3,200,10.3978350639343,240.810352818643
"233",10000,0.7,5,200,10.8232819080353,240.639979347831
"234",10000,0.7,7,200,11.0437541484833,238.398868094987
"235",10000,0.7,9,200,11.4306681632996,235.243818270027
"236",10000,0.7,11,200,11.763866186142,237.112832712593
"237",10000,0.7,13,200,12.0262904644012,232.065367298935
"238",10000,0.7,15,200,12.2258203029633,232.955861554104
"239",10000,0.7,17,200,12.5524269104004,230.502295901369
"240",10000,0.7,19,200,12.8486126422882,233.545392011747
"241",10000,0.7,1,250,12.2343665122986,249.703890099496
"242",10000,0.7,3,250,13.0133730888367,243.702708511486
"243",10000,0.7,5,250,13.4416015625,239.699387934131
"244",10000,0.7,7,250,13.7727524280548,240.987224215249
"245",10000,0.7,9,250,14.1649101257324,235.723341594122
"246",10000,0.7,11,250,14.6445574760437,234.851696216777
